filepath,label_name,anomaly_probability,predicted_status,alert_message
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1048.jpg,Anomaly,0.7583037,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4732.jpg,Anomaly,0.9594818,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1681.jpg,Anomaly,0.99901843,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/288.jpg,Anomaly,0.978975,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2877.jpg,Anomaly,0.68023115,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3575.jpg,Anomaly,0.9957906,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2304.jpg,Anomaly,0.9102442,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1943.jpg,Anomaly,0.98692346,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3069.jpg,Anomaly,0.5928827,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5659.jpg,Anomaly,0.9836305,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2885.jpg,Anomaly,0.6656466,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2413.jpg,Anomaly,0.996437,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4321.jpg,Anomaly,0.99435514,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3532.jpg,Anomaly,0.9968003,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/298.jpg,Anomaly,0.9940508,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/374.jpg,Anomaly,0.99429095,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/165.jpg,Anomaly,0.99037224,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3628.jpg,Normal,0.6533994,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2247.jpg,Anomaly,0.772836,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3797.jpg,Anomaly,0.98558444,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3316.jpg,Anomaly,0.98002166,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2601.jpg,Anomaly,0.9980375,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/472.jpg,Anomaly,0.9995104,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2757.jpg,Anomaly,0.999208,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5633.jpg,Anomaly,0.95744157,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3697.jpg,Anomaly,0.85670274,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3218.jpg,Anomaly,0.79716456,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5270.jpg,Anomaly,0.9777976,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3315.jpg,Anomaly,0.9493667,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1455.jpg,Anomaly,0.98224884,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2133.jpg,Anomaly,0.9357429,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4346.jpg,Anomaly,0.9824682,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3028.jpg,Anomaly,0.9958431,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2541.jpg,Anomaly,0.8733454,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5350.jpg,Anomaly,0.9973221,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3423.jpg,Anomaly,0.99772555,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/585.jpg,Anomaly,0.9943668,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5552.jpg,Anomaly,0.8455795,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/708.jpg,Anomaly,0.999728,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2518.jpg,Anomaly,0.97165424,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3940.jpg,Anomaly,0.85061485,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1372.jpg,Anomaly,0.9734455,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3844.jpg,Anomaly,0.95942724,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3234.jpg,Anomaly,0.9775646,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3873.jpg,Anomaly,0.99874157,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3031.jpg,Normal,0.6742949,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3378.jpg,Anomaly,0.9874106,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4368.jpg,Anomaly,0.8577846,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2307.jpg,Anomaly,0.9635576,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5716.jpg,Anomaly,0.8947465,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3252.jpg,Normal,0.95100224,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5499.jpg,Anomaly,0.7929464,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4411.jpg,Anomaly,0.99476093,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2126.jpg,Anomaly,0.96460176,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/2424.jpg,Normal,0.87363863,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3542.jpg,Anomaly,0.97917646,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/992.jpg,Anomaly,0.9943216,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/563.jpg,Anomaly,0.99871135,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4240.jpg,Anomaly,0.9767644,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2691.jpg,Anomaly,0.9396501,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1319.jpg,Anomaly,0.98405796,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5322.jpg,Anomaly,0.99552566,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2349.jpg,Anomaly,0.95335007,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4292.jpg,Anomaly,0.965865,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/11.jpg,Anomaly,0.9978975,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1113.jpg,Anomaly,0.57082057,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3161.jpg,Normal,0.83522224,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4028.jpg,Anomaly,0.8746786,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/861.jpg,Anomaly,0.9995273,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4099.jpg,Anomaly,0.9098575,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3450.jpg,Anomaly,0.9839338,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2172.jpg,Anomaly,0.82725024,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4721.jpg,Anomaly,0.99982107,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4354.jpg,Anomaly,0.9357173,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/779.jpg,Anomaly,0.98935556,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/460.jpg,Anomaly,0.99396884,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/840.jpg,Anomaly,0.99853694,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/969.jpg,Anomaly,0.9807444,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3395.jpg,Anomaly,0.9921709,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3454.jpg,Anomaly,0.9594455,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/702.jpg,Anomaly,0.995555,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/548.jpg,Anomaly,0.94517183,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5818.jpg,Anomaly,0.99757427,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3833.jpg,Anomaly,0.99803406,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1484.jpg,Anomaly,0.9917745,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2674.jpg,Anomaly,0.5017814,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1368.jpg,Anomaly,0.98763555,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1762.jpg,Anomaly,0.9916152,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5673.jpg,Anomaly,0.9406032,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3368.jpg,Anomaly,0.9570446,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1922.jpg,Anomaly,0.9889824,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4359.jpg,Anomaly,0.92877257,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4758.jpg,Anomaly,0.99673885,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/4095.jpg,Normal,0.526521,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2476.jpg,Anomaly,0.9747976,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/794.jpg,Anomaly,0.9995393,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2469.jpg,Anomaly,0.9910321,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2446.jpg,Anomaly,0.9172834,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3801.jpg,Anomaly,0.96420085,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1077.jpg,Anomaly,0.6104952,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1234.jpg,Anomaly,0.96432585,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/4103.jpg,Normal,0.8524041,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1655.jpg,Anomaly,0.9718322,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3324.jpg,Anomaly,0.9998894,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/458.jpg,Anomaly,0.99161667,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4896.jpg,Anomaly,0.9959424,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2.jpg,Anomaly,0.9967419,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4247.jpg,Anomaly,0.9999273,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3714.jpg,Anomaly,0.9992249,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2305.jpg,Anomaly,0.995184,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5506.jpg,Anomaly,0.9933557,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1496.jpg,Anomaly,0.9987134,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/2269.jpg,Normal,0.8822036,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1231.jpg,Anomaly,0.9617971,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3852.jpg,Anomaly,0.99573225,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5111.jpg,Anomaly,0.99246657,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1245.jpg,Anomaly,0.613282,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4578.jpg,Anomaly,0.96467906,ALERT: Violence Anomaly,Potential violence anomaly detected. Send to security operator for review.
