filepath,label,label_name
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/512.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5705.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4441.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/984.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1729.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3073.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2944.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3660.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2807.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2527.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3729.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/603.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4462.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3686.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1055.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/4314.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2106.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1697.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/2126.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/4697.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1215.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3018.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5314.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1444.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4141.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/4475.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4439.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/921.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/758.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/552.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1997.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/215.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/4611.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3334.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/4433.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1708.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/4307.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/713.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5103.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3388.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/273.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/886.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2855.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4348.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3123.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3801.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/119.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/2709.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/2680.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/904.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2452.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5581.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/206.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/2895.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1340.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/752.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3279.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2962.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2171.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3141.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/2402.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/4341.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/2731.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1224.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/39.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3105.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1645.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/4631.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/2028.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/543.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1410.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3839.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1688.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5174.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3154.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3794.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/443.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3574.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1057.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3300.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/2930.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/2544.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1833.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4885.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/4713.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1320.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4038.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/2052.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5258.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/696.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1610.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5807.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1697.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3232.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1413.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1042.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3765.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5027.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2545.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3656.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1017.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1765.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4163.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5358.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2300.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5711.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2476.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/326.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/754.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5490.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1508.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/44.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5102.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5373.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1959.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/803.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1073.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/152.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/872.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5179.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/2653.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1226.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4507.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3799.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/125.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/486.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3427.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1217.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/4233.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/27.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1330.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2678.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1904.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3218.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1777.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1986.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5539.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/788.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5243.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/441.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3939.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1784.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1767.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/4236.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/223.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3204.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/698.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5646.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4258.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/706.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/363.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3926.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/928.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2806.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2323.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3357.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/2497.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/270.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4648.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/880.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2050.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5710.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3220.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3491.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/350.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2903.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/2861.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1358.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5118.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2872.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1773.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4576.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/939.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5290.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3054.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5784.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/179.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3484.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/4204.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/221.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/2764.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3657.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3341.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/814.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4683.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3971.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/2892.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3966.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1403.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1868.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/231.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/2385.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4561.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/2224.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/158.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3576.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5504.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1118.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1644.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3465.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/772.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/109.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/505.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5082.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/3233.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/2228.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1065.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/2304.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1570.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/2099.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4199.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4218.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/5721.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1170.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/5202.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/359.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/233.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/4743.jpg,1,Anomaly
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/1081.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/3993.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/885.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/4048.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/775.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/non_violence/4912.jpg,0,Normal
/kaggle/input/datasets/abdulmananraja/real-life-violence-situations/new_violence/violence/1009.jpg,1,Anomaly
